"Station","Date.UTC.","Amount.mm.","Period.Hrs.","Freq","UTC_date"
"Auckland, North Shore Albany Ews","20111022:0600",0,1,"H",2011-10-22 06:00:00
"Auckland, North Shore Albany Ews","20111023:0600",0,1,"H",2011-10-23 06:00:00
"Auckland, North Shore Albany Ews","20111024:0600",0,1,"H",2011-10-24 06:00:00
"Auckland, North Shore Albany Ews","20111025:0600",0,1,"H",2011-10-25 06:00:00
"Auckland, North Shore Albany Ews","20111026:0600",0,1,"H",2011-10-26 06:00:00
"Auckland, North Shore Albany Ews","20111027:0600",0,1,"H",2011-10-27 06:00:00
"Auckland, North Shore Albany Ews","20111028:0600",0,1,"H",2011-10-28 06:00:00
"Auckland, North Shore Albany Ews","20111029:0600",0,1,"H",2011-10-29 06:00:00
"Auckland, North Shore Albany Ews","20111030:0600",0,1,"H",2011-10-30 06:00:00
"Auckland, North Shore Albany Ews","20111031:0600",0,1,"H",2011-10-31 06:00:00
"Auckland, North Shore Albany Ews","20111101:0600",0,1,"H",2011-11-01 06:00:00
"Auckland, North Shore Albany Ews","20111102:0600",0,1,"H",2011-11-02 06:00:00
"Auckland, North Shore Albany Ews","20111103:0600",0,1,"H",2011-11-03 06:00:00
"Auckland, North Shore Albany Ews","20111104:0600",0,1,"H",2011-11-04 06:00:00
"Auckland, North Shore Albany Ews","20111105:0600",0,1,"H",2011-11-05 06:00:00
"Auckland, North Shore Albany Ews","20111106:0600",0.9,1,"H",2011-11-06 06:00:00
"Auckland, North Shore Albany Ews","20111107:0600",0,1,"H",2011-11-07 06:00:00
"Auckland, North Shore Albany Ews","20111108:0600",0,1,"H",2011-11-08 06:00:00
"Auckland, North Shore Albany Ews","20111109:0600",0,1,"H",2011-11-09 06:00:00
"Auckland, North Shore Albany Ews","20111110:0600",0,1,"H",2011-11-10 06:00:00
"Auckland, North Shore Albany Ews","20111111:0600",0,1,"H",2011-11-11 06:00:00
"Auckland, North Shore Albany Ews","20111112:0600",0,1,"H",2011-11-12 06:00:00
"Auckland, North Shore Albany Ews","20111113:0600",0,1,"H",2011-11-13 06:00:00
"Auckland, North Shore Albany Ews","20111114:0600",0,1,"H",2011-11-14 06:00:00
"Auckland, North Shore Albany Ews","20111115:0600",0,1,"H",2011-11-15 06:00:00
"Auckland, North Shore Albany Ews","20111116:0600",0,1,"H",2011-11-16 06:00:00
"Auckland, North Shore Albany Ews","20111117:0600",0,1,"H",2011-11-17 06:00:00
"Auckland, North Shore Albany Ews","20111118:0600",0,1,"H",2011-11-18 06:00:00
"Auckland, North Shore Albany Ews","20111119:0600",0,1,"H",2011-11-19 06:00:00
"Auckland, North Shore Albany Ews","20111120:0600",0,1,"H",2011-11-20 06:00:00
"Auckland, North Shore Albany Ews","20111121:0600",0,1,"H",2011-11-21 06:00:00
"Auckland, North Shore Albany Ews","20111122:0600",0,1,"H",2011-11-22 06:00:00
"Auckland, North Shore Albany Ews","20111123:0600",0,1,"H",2011-11-23 06:00:00
"Auckland, North Shore Albany Ews","20111124:0600",0,1,"H",2011-11-24 06:00:00
"Auckland, North Shore Albany Ews","20111125:0600",0,1,"H",2011-11-25 06:00:00
"Auckland, North Shore Albany Ews","20111126:0600",0,1,"H",2011-11-26 06:00:00
"Auckland, North Shore Albany Ews","20111127:0600",0,1,"H",2011-11-27 06:00:00
"Auckland, North Shore Albany Ews","20111128:0600",0,1,"H",2011-11-28 06:00:00
"Auckland, North Shore Albany Ews","20111129:0600",0,1,"H",2011-11-29 06:00:00
"Auckland, North Shore Albany Ews","20111130:0600",0,1,"H",2011-11-30 06:00:00
"Auckland, North Shore Albany Ews","20111201:0600",0,1,"H",2011-12-01 06:00:00
"Auckland, North Shore Albany Ews","20111202:0600",0,1,"H",2011-12-02 06:00:00
"Auckland, North Shore Albany Ews","20111203:0600",0,1,"H",2011-12-03 06:00:00
"Auckland, North Shore Albany Ews","20111204:0600",0.2,1,"H",2011-12-04 06:00:00
"Auckland, North Shore Albany Ews","20111205:0600",0,1,"H",2011-12-05 06:00:00
"Auckland, North Shore Albany Ews","20111206:0600",0,1,"H",2011-12-06 06:00:00
"Auckland, North Shore Albany Ews","20111207:0600",0,1,"H",2011-12-07 06:00:00
"Auckland, North Shore Albany Ews","20111208:0600",0,1,"H",2011-12-08 06:00:00
"Auckland, North Shore Albany Ews","20111209:0600",0,1,"H",2011-12-09 06:00:00
"Auckland, North Shore Albany Ews","20111210:0600",0,1,"H",2011-12-10 06:00:00
"Auckland, North Shore Albany Ews","20111211:0600",0,1,"H",2011-12-11 06:00:00
"Auckland, North Shore Albany Ews","20111212:0600",0.1,1,"H",2011-12-12 06:00:00
"Auckland, North Shore Albany Ews","20111213:0600",0.7,1,"H",2011-12-13 06:00:00
"Auckland, North Shore Albany Ews","20111214:0600",0.6,1,"H",2011-12-14 06:00:00
"Auckland, North Shore Albany Ews","20111215:0600",0.2,1,"H",2011-12-15 06:00:00
"Auckland, North Shore Albany Ews","20111216:0600",0,1,"H",2011-12-16 06:00:00
"Auckland, North Shore Albany Ews","20111217:0600",0,1,"H",2011-12-17 06:00:00
"Auckland, North Shore Albany Ews","20111218:0600",0.1,1,"H",2011-12-18 06:00:00
"Auckland, North Shore Albany Ews","20111219:0600",0,1,"H",2011-12-19 06:00:00
"Auckland, North Shore Albany Ews","20111220:0600",0,1,"H",2011-12-20 06:00:00
"Auckland, North Shore Albany Ews","20111221:0600",0,1,"H",2011-12-21 06:00:00
"Auckland, North Shore Albany Ews","20111222:0600",0.7,1,"H",2011-12-22 06:00:00
"Auckland, North Shore Albany Ews","20111223:0600",0,1,"H",2011-12-23 06:00:00
"Auckland, North Shore Albany Ews","20111224:0600",0,1,"H",2011-12-24 06:00:00
"Auckland, North Shore Albany Ews","20111225:0600",0,1,"H",2011-12-25 06:00:00
"Auckland, North Shore Albany Ews","20111226:0600",0,1,"H",2011-12-26 06:00:00
"Auckland, North Shore Albany Ews","20111227:0600",0,1,"H",2011-12-27 06:00:00
"Auckland, North Shore Albany Ews","20111228:0600",0,1,"H",2011-12-28 06:00:00
"Auckland, North Shore Albany Ews","20111229:0600",7.7,1,"H",2011-12-29 06:00:00
"Auckland, North Shore Albany Ews","20111230:0600",1.7,1,"H",2011-12-30 06:00:00
"Auckland, North Shore Albany Ews","20111231:0600",0,1,"H",2011-12-31 06:00:00
"Auckland, North Shore Albany Ews","20120101:0600",0.6,1,"H",2012-01-01 06:00:00
"Auckland, North Shore Albany Ews","20120102:0600",0,1,"H",2012-01-02 06:00:00
"Auckland, North Shore Albany Ews","20120103:0600",0,1,"H",2012-01-03 06:00:00
"Auckland, North Shore Albany Ews","20120104:0600",0,1,"H",2012-01-04 06:00:00
"Auckland, North Shore Albany Ews","20120105:0600",0,1,"H",2012-01-05 06:00:00
"Auckland, North Shore Albany Ews","20120106:0600",0,1,"H",2012-01-06 06:00:00
"Auckland, North Shore Albany Ews","20120107:0600",3.1,1,"H",2012-01-07 06:00:00
"Auckland, North Shore Albany Ews","20120108:0600",0,1,"H",2012-01-08 06:00:00
"Auckland, North Shore Albany Ews","20120109:0600",0,1,"H",2012-01-09 06:00:00
"Auckland, North Shore Albany Ews","20120110:0600",0,1,"H",2012-01-10 06:00:00
"Auckland, North Shore Albany Ews","20120111:0600",0,1,"H",2012-01-11 06:00:00
"Auckland, North Shore Albany Ews","20120112:0600",0,1,"H",2012-01-12 06:00:00
"Auckland, North Shore Albany Ews","20120113:0600",0,1,"H",2012-01-13 06:00:00
"Auckland, North Shore Albany Ews","20120114:0600",0,1,"H",2012-01-14 06:00:00
"Auckland, North Shore Albany Ews","20120115:0600",0,1,"H",2012-01-15 06:00:00
"Auckland, North Shore Albany Ews","20120116:0600",0,1,"H",2012-01-16 06:00:00
"Auckland, North Shore Albany Ews","20120117:0600",0.4,1,"H",2012-01-17 06:00:00
"Auckland, North Shore Albany Ews","20120118:0600",0,1,"H",2012-01-18 06:00:00
"Auckland, North Shore Albany Ews","20120119:0600",0,1,"H",2012-01-19 06:00:00
"Auckland, North Shore Albany Ews","20120120:0600",0,1,"H",2012-01-20 06:00:00
"Auckland, North Shore Albany Ews","20120121:0600",0,1,"H",2012-01-21 06:00:00
"Auckland, North Shore Albany Ews","20120122:0600",0,1,"H",2012-01-22 06:00:00
"Auckland, North Shore Albany Ews","20120123:0600",0,1,"H",2012-01-23 06:00:00
"Auckland, North Shore Albany Ews","20120124:0600",0,1,"H",2012-01-24 06:00:00
"Auckland, North Shore Albany Ews","20120125:0600",0,1,"H",2012-01-25 06:00:00
"Auckland, North Shore Albany Ews","20120126:0600",0,1,"H",2012-01-26 06:00:00
"Auckland, North Shore Albany Ews","20120127:0600",0,1,"H",2012-01-27 06:00:00
"Auckland, North Shore Albany Ews","20120128:0600",0,1,"H",2012-01-28 06:00:00
"Auckland, North Shore Albany Ews","20120129:0600",0,1,"H",2012-01-29 06:00:00
"Auckland, North Shore Albany Ews","20120130:0600",0,1,"H",2012-01-30 06:00:00
"Auckland, North Shore Albany Ews","20120131:0600",0,1,"H",2012-01-31 06:00:00
"Auckland, North Shore Albany Ews","20120201:0600",0,1,"H",2012-02-01 06:00:00
"Auckland, North Shore Albany Ews","20120202:0600",0,1,"H",2012-02-02 06:00:00
"Auckland, North Shore Albany Ews","20120203:0600",0,1,"H",2012-02-03 06:00:00
"Auckland, North Shore Albany Ews","20120204:0600",0,1,"H",2012-02-04 06:00:00
"Auckland, North Shore Albany Ews","20120205:0600",0,1,"H",2012-02-05 06:00:00
"Auckland, North Shore Albany Ews","20120206:0600",0,1,"H",2012-02-06 06:00:00
"Auckland, North Shore Albany Ews","20120207:0600",0,1,"H",2012-02-07 06:00:00
"Auckland, North Shore Albany Ews","20120208:0600",0,1,"H",2012-02-08 06:00:00
"Auckland, North Shore Albany Ews","20120209:0600",0,1,"H",2012-02-09 06:00:00
"Auckland, North Shore Albany Ews","20120210:0600",0,1,"H",2012-02-10 06:00:00
"Auckland, North Shore Albany Ews","20120211:0600",0,1,"H",2012-02-11 06:00:00
"Auckland, North Shore Albany Ews","20120212:0600",0.8,1,"H",2012-02-12 06:00:00
"Auckland, North Shore Albany Ews","20120213:0600",0,1,"H",2012-02-13 06:00:00
"Auckland, North Shore Albany Ews","20120214:0600",0,1,"H",2012-02-14 06:00:00
"Auckland, North Shore Albany Ews","20120215:0600",0,1,"H",2012-02-15 06:00:00
"Auckland, North Shore Albany Ews","20120216:0600",0,1,"H",2012-02-16 06:00:00
"Auckland, North Shore Albany Ews","20120217:0600",0,1,"H",2012-02-17 06:00:00
"Auckland, North Shore Albany Ews","20120218:0600",0,1,"H",2012-02-18 06:00:00
"Auckland, North Shore Albany Ews","20120219:0600",0,1,"H",2012-02-19 06:00:00
"Auckland, North Shore Albany Ews","20120220:0600",0,1,"H",2012-02-20 06:00:00
"Auckland, North Shore Albany Ews","20120221:0600",0,1,"H",2012-02-21 06:00:00
"Auckland, North Shore Albany Ews","20120222:0600",0,1,"H",2012-02-22 06:00:00
"Auckland, North Shore Albany Ews","20120223:0600",0,1,"H",2012-02-23 06:00:00
"Auckland, North Shore Albany Ews","20120224:0600",0,1,"H",2012-02-24 06:00:00
"Auckland, North Shore Albany Ews","20120225:0600",0,1,"H",2012-02-25 06:00:00
"Auckland, North Shore Albany Ews","20120226:0600",0,1,"H",2012-02-26 06:00:00
"Auckland, North Shore Albany Ews","20120227:0600",0,1,"H",2012-02-27 06:00:00
"Auckland, North Shore Albany Ews","20120228:0600",0,1,"H",2012-02-28 06:00:00
"Auckland, North Shore Albany Ews","20120229:0600",0,1,"H",2012-02-29 06:00:00
"Auckland, North Shore Albany Ews","20120301:0600",0,1,"H",2012-03-01 06:00:00
"Auckland, North Shore Albany Ews","20120302:0600",0,1,"H",2012-03-02 06:00:00
"Auckland, North Shore Albany Ews","20120303:0600",0,1,"H",2012-03-03 06:00:00
"Auckland, North Shore Albany Ews","20120304:0600",0,1,"H",2012-03-04 06:00:00
"Auckland, North Shore Albany Ews","20120305:0600",0,1,"H",2012-03-05 06:00:00
"Auckland, North Shore Albany Ews","20120306:0600",0,1,"H",2012-03-06 06:00:00
"Auckland, North Shore Albany Ews","20120307:0600",0.3,1,"H",2012-03-07 06:00:00
"Auckland, North Shore Albany Ews","20120308:0600",0,1,"H",2012-03-08 06:00:00
"Auckland, North Shore Albany Ews","20120309:0600",0,1,"H",2012-03-09 06:00:00
"Auckland, North Shore Albany Ews","20120310:0600",0,1,"H",2012-03-10 06:00:00
"Auckland, North Shore Albany Ews","20120311:0600",0,1,"H",2012-03-11 06:00:00
"Auckland, North Shore Albany Ews","20120312:0600",0,1,"H",2012-03-12 06:00:00
"Auckland, North Shore Albany Ews","20120313:0600",0,1,"H",2012-03-13 06:00:00
"Auckland, North Shore Albany Ews","20120314:0600",0,1,"H",2012-03-14 06:00:00
"Auckland, North Shore Albany Ews","20120315:0600",0,1,"H",2012-03-15 06:00:00
"Auckland, North Shore Albany Ews","20120316:0600",0,1,"H",2012-03-16 06:00:00
"Auckland, North Shore Albany Ews","20120317:0600",0,1,"H",2012-03-17 06:00:00
"Auckland, North Shore Albany Ews","20120318:0600",0,1,"H",2012-03-18 06:00:00
"Auckland, North Shore Albany Ews","20120319:0600",0.4,1,"H",2012-03-19 06:00:00
"Auckland, North Shore Albany Ews","20120320:0600",0,1,"H",2012-03-20 06:00:00
"Auckland, North Shore Albany Ews","20120321:0600",9.4,1,"H",2012-03-21 06:00:00
"Auckland, North Shore Albany Ews","20120322:0600",0,1,"H",2012-03-22 06:00:00
"Auckland, North Shore Albany Ews","20120323:0600",0,1,"H",2012-03-23 06:00:00
"Auckland, North Shore Albany Ews","20120324:0600",1.1,1,"H",2012-03-24 06:00:00
"Auckland, North Shore Albany Ews","20120325:0600",0,1,"H",2012-03-25 06:00:00
"Auckland, North Shore Albany Ews","20120326:0600",0,1,"H",2012-03-26 06:00:00
"Auckland, North Shore Albany Ews","20120327:0600",0,1,"H",2012-03-27 06:00:00
"Auckland, North Shore Albany Ews","20120328:0600",0,1,"H",2012-03-28 06:00:00
"Auckland, North Shore Albany Ews","20120329:0600",0,1,"H",2012-03-29 06:00:00
"Auckland, North Shore Albany Ews","20120330:0600",0,1,"H",2012-03-30 06:00:00
"Auckland, North Shore Albany Ews","20120331:0600",0,1,"H",2012-03-31 06:00:00
"Auckland, North Shore Albany Ews","20120401:0600",0,1,"H",2012-04-01 06:00:00
"Auckland, North Shore Albany Ews","20120402:0600",0,1,"H",2012-04-02 06:00:00
"Auckland, North Shore Albany Ews","20120403:0600",0,1,"H",2012-04-03 06:00:00
"Auckland, North Shore Albany Ews","20120404:0600",0,1,"H",2012-04-04 06:00:00
"Auckland, North Shore Albany Ews","20120405:0600",0,1,"H",2012-04-05 06:00:00
"Auckland, North Shore Albany Ews","20120406:0600",0,1,"H",2012-04-06 06:00:00
"Auckland, North Shore Albany Ews","20120407:0600",0,1,"H",2012-04-07 06:00:00
"Auckland, North Shore Albany Ews","20120408:0600",0,1,"H",2012-04-08 06:00:00
"Auckland, North Shore Albany Ews","20120409:0600",0,1,"H",2012-04-09 06:00:00
"Auckland, North Shore Albany Ews","20120410:0600",0,1,"H",2012-04-10 06:00:00
"Auckland, North Shore Albany Ews","20120411:0600",0.8,1,"H",2012-04-11 06:00:00
"Auckland, North Shore Albany Ews","20120412:0600",0,1,"H",2012-04-12 06:00:00
"Auckland, North Shore Albany Ews","20120413:0600",0,1,"H",2012-04-13 06:00:00
"Auckland, North Shore Albany Ews","20120414:0600",0,1,"H",2012-04-14 06:00:00
"Auckland, North Shore Albany Ews","20120415:0600",0,1,"H",2012-04-15 06:00:00
"Auckland, North Shore Albany Ews","20120416:0600",0,1,"H",2012-04-16 06:00:00
"Auckland, North Shore Albany Ews","20120417:0600",0,1,"H",2012-04-17 06:00:00
"Auckland, North Shore Albany Ews","20120418:0600",0,1,"H",2012-04-18 06:00:00
"Auckland, North Shore Albany Ews","20120419:0600",0,1,"H",2012-04-19 06:00:00
"Auckland, North Shore Albany Ews","20120420:0600",0,1,"H",2012-04-20 06:00:00
"Auckland, North Shore Albany Ews","20120421:0600",0,1,"H",2012-04-21 06:00:00
"Auckland, North Shore Albany Ews","20120422:0600",0,1,"H",2012-04-22 06:00:00
"Auckland, North Shore Albany Ews","20120423:0600",0,1,"H",2012-04-23 06:00:00
"Auckland, North Shore Albany Ews","20120424:0600",0,1,"H",2012-04-24 06:00:00
"Auckland, North Shore Albany Ews","20120425:0600",0,1,"H",2012-04-25 06:00:00
"Auckland, North Shore Albany Ews","20120426:0600",0.2,1,"H",2012-04-26 06:00:00
"Auckland, North Shore Albany Ews","20120427:0600",0,1,"H",2012-04-27 06:00:00
"Auckland, North Shore Albany Ews","20120428:0600",0,1,"H",2012-04-28 06:00:00
"Auckland, North Shore Albany Ews","20120429:0600",0.1,1,"H",2012-04-29 06:00:00
"Auckland, North Shore Albany Ews","20120430:0600",0,1,"H",2012-04-30 06:00:00
"Auckland, North Shore Albany Ews","20120501:0600",0,1,"H",2012-05-01 06:00:00
"Auckland, North Shore Albany Ews","20120502:0600",0,1,"H",2012-05-02 06:00:00
"Auckland, North Shore Albany Ews","20120503:0600",0,1,"H",2012-05-03 06:00:00
"Auckland, North Shore Albany Ews","20120504:0600",0,1,"H",2012-05-04 06:00:00
"Auckland, North Shore Albany Ews","20120505:0600",0,1,"H",2012-05-05 06:00:00
"Auckland, North Shore Albany Ews","20120506:0600",0,1,"H",2012-05-06 06:00:00
"Auckland, North Shore Albany Ews","20120507:0600",0,1,"H",2012-05-07 06:00:00
"Auckland, North Shore Albany Ews","20120508:0600",5.8,1,"H",2012-05-08 06:00:00
"Auckland, North Shore Albany Ews","20120509:0600",0,1,"H",2012-05-09 06:00:00
"Auckland, North Shore Albany Ews","20120510:0600",0,1,"H",2012-05-10 06:00:00
"Auckland, North Shore Albany Ews","20120511:0600",0,1,"H",2012-05-11 06:00:00
"Auckland, North Shore Albany Ews","20120512:0600",0,1,"H",2012-05-12 06:00:00
"Auckland, North Shore Albany Ews","20120513:0600",0,1,"H",2012-05-13 06:00:00
"Auckland, North Shore Albany Ews","20120514:0600",6,1,"H",2012-05-14 06:00:00
"Auckland, North Shore Albany Ews","20120515:0600",0.9,1,"H",2012-05-15 06:00:00
"Auckland, North Shore Albany Ews","20120516:0600",0.5,1,"H",2012-05-16 06:00:00
"Auckland, North Shore Albany Ews","20120517:0600",0,1,"H",2012-05-17 06:00:00
"Auckland, North Shore Albany Ews","20120518:0600",0,1,"H",2012-05-18 06:00:00
"Auckland, North Shore Albany Ews","20120519:0600",0,1,"H",2012-05-19 06:00:00
"Auckland, North Shore Albany Ews","20120520:0600",0,1,"H",2012-05-20 06:00:00
"Auckland, North Shore Albany Ews","20120521:0600",0,1,"H",2012-05-21 06:00:00
"Auckland, North Shore Albany Ews","20120522:0600",0,1,"H",2012-05-22 06:00:00
"Auckland, North Shore Albany Ews","20120523:0600",0,1,"H",2012-05-23 06:00:00
"Auckland, North Shore Albany Ews","20120524:0600",0,1,"H",2012-05-24 06:00:00
"Auckland, North Shore Albany Ews","20120525:0600",0,1,"H",2012-05-25 06:00:00
"Auckland, North Shore Albany Ews","20120526:0600",0,1,"H",2012-05-26 06:00:00
"Auckland, North Shore Albany Ews","20120527:0600",0,1,"H",2012-05-27 06:00:00
"Auckland, North Shore Albany Ews","20120528:0600",0,1,"H",2012-05-28 06:00:00
"Auckland, North Shore Albany Ews","20120529:0600",0,1,"H",2012-05-29 06:00:00
"Auckland, North Shore Albany Ews","20120530:0600",0,1,"H",2012-05-30 06:00:00
"Auckland, North Shore Albany Ews","20120531:0600",0,1,"H",2012-05-31 06:00:00
"Auckland, North Shore Albany Ews","20120601:0600",0,1,"H",2012-06-01 06:00:00
"Auckland, North Shore Albany Ews","20120602:0600",0,1,"H",2012-06-02 06:00:00
"Auckland, North Shore Albany Ews","20120603:0600",0,1,"H",2012-06-03 06:00:00
"Auckland, North Shore Albany Ews","20120604:0600",0,1,"H",2012-06-04 06:00:00
"Auckland, North Shore Albany Ews","20120605:0600",0.5,1,"H",2012-06-05 06:00:00
"Auckland, North Shore Albany Ews","20120606:0600",0,1,"H",2012-06-06 06:00:00
"Auckland, North Shore Albany Ews","20120607:0600",0,1,"H",2012-06-07 06:00:00
"Auckland, North Shore Albany Ews","20120608:0600",0.2,1,"H",2012-06-08 06:00:00
"Auckland, North Shore Albany Ews","20120609:0600",0,1,"H",2012-06-09 06:00:00
"Auckland, North Shore Albany Ews","20120610:0600",0,1,"H",2012-06-10 06:00:00
"Auckland, North Shore Albany Ews","20120611:0600",0,1,"H",2012-06-11 06:00:00
"Auckland, North Shore Albany Ews","20120612:0600",0,1,"H",2012-06-12 06:00:00
"Auckland, North Shore Albany Ews","20120613:0600",0,1,"H",2012-06-13 06:00:00
"Auckland, North Shore Albany Ews","20120614:0600",0,1,"H",2012-06-14 06:00:00
"Auckland, North Shore Albany Ews","20120615:0600",0,1,"H",2012-06-15 06:00:00
"Auckland, North Shore Albany Ews","20120616:0600",0,1,"H",2012-06-16 06:00:00
"Auckland, North Shore Albany Ews","20120617:0600",0,1,"H",2012-06-17 06:00:00
"Auckland, North Shore Albany Ews","20120618:0600",0,1,"H",2012-06-18 06:00:00
"Auckland, North Shore Albany Ews","20120619:0600",0.8,1,"H",2012-06-19 06:00:00
"Auckland, North Shore Albany Ews","20120620:0600",0,1,"H",2012-06-20 06:00:00
"Auckland, North Shore Albany Ews","20120621:0600",0,1,"H",2012-06-21 06:00:00
"Auckland, North Shore Albany Ews","20120622:0600",0,1,"H",2012-06-22 06:00:00
"Auckland, North Shore Albany Ews","20120623:0600",0,1,"H",2012-06-23 06:00:00
"Auckland, North Shore Albany Ews","20120624:0600",0,1,"H",2012-06-24 06:00:00
"Auckland, North Shore Albany Ews","20120625:0600",0,1,"H",2012-06-25 06:00:00
"Auckland, North Shore Albany Ews","20120626:0600",0,1,"H",2012-06-26 06:00:00
"Auckland, North Shore Albany Ews","20120627:0600",0.1,1,"H",2012-06-27 06:00:00
"Auckland, North Shore Albany Ews","20120628:0600",0,1,"H",2012-06-28 06:00:00
"Auckland, North Shore Albany Ews","20120629:0600",0,1,"H",2012-06-29 06:00:00
"Auckland, North Shore Albany Ews","20120630:0600",0,1,"H",2012-06-30 06:00:00
"Auckland, North Shore Albany Ews","20120701:0600",0,1,"H",2012-07-01 06:00:00
"Auckland, North Shore Albany Ews","20120702:0600",0,1,"H",2012-07-02 06:00:00
"Auckland, North Shore Albany Ews","20120703:0600",0,1,"H",2012-07-03 06:00:00
"Auckland, North Shore Albany Ews","20120704:0600",0,1,"H",2012-07-04 06:00:00
"Auckland, North Shore Albany Ews","20120705:0600",0,1,"H",2012-07-05 06:00:00
"Auckland, North Shore Albany Ews","20120706:0600",0,1,"H",2012-07-06 06:00:00
"Auckland, North Shore Albany Ews","20120707:0600",0,1,"H",2012-07-07 06:00:00
"Auckland, North Shore Albany Ews","20120708:0600",0,1,"H",2012-07-08 06:00:00
"Auckland, North Shore Albany Ews","20120709:0600",0,1,"H",2012-07-09 06:00:00
"Auckland, North Shore Albany Ews","20120710:0600",0,1,"H",2012-07-10 06:00:00
"Auckland, North Shore Albany Ews","20120711:0600",0,1,"H",2012-07-11 06:00:00
"Auckland, North Shore Albany Ews","20120712:0600",0,1,"H",2012-07-12 06:00:00
"Auckland, North Shore Albany Ews","20120713:0600",0,1,"H",2012-07-13 06:00:00
"Auckland, North Shore Albany Ews","20120714:0600",0,1,"H",2012-07-14 06:00:00
"Auckland, North Shore Albany Ews","20120715:0600",0.2,1,"H",2012-07-15 06:00:00
"Auckland, North Shore Albany Ews","20120716:0600",1.7,1,"H",2012-07-16 06:00:00
"Auckland, North Shore Albany Ews","20120717:0600",0,1,"H",2012-07-17 06:00:00
"Auckland, North Shore Albany Ews","20120718:0600",0,1,"H",2012-07-18 06:00:00
"Auckland, North Shore Albany Ews","20120719:0600",0,1,"H",2012-07-19 06:00:00
"Auckland, North Shore Albany Ews","20120720:0600",0,1,"H",2012-07-20 06:00:00
"Auckland, North Shore Albany Ews","20120721:0600",0,1,"H",2012-07-21 06:00:00
"Auckland, North Shore Albany Ews","20120722:0600",0.3,1,"H",2012-07-22 06:00:00
"Auckland, North Shore Albany Ews","20120723:0600",0.3,1,"H",2012-07-23 06:00:00
"Auckland, North Shore Albany Ews","20120724:0600",0,1,"H",2012-07-24 06:00:00
"Auckland, North Shore Albany Ews","20120725:0600",0,1,"H",2012-07-25 06:00:00
"Auckland, North Shore Albany Ews","20120726:0600",0,1,"H",2012-07-26 06:00:00
"Auckland, North Shore Albany Ews","20120727:0600",0,1,"H",2012-07-27 06:00:00
"Auckland, North Shore Albany Ews","20120728:0600",0,1,"H",2012-07-28 06:00:00
"Auckland, North Shore Albany Ews","20120729:0600",0.8,1,"H",2012-07-29 06:00:00
"Auckland, North Shore Albany Ews","20120730:0600",0.2,1,"H",2012-07-30 06:00:00
"Auckland, North Shore Albany Ews","20120731:0600",0.3,1,"H",2012-07-31 06:00:00
"Auckland, North Shore Albany Ews","20120801:0600",0,1,"H",2012-08-01 06:00:00
"Auckland, North Shore Albany Ews","20120802:0600",0.1,1,"H",2012-08-02 06:00:00
"Auckland, North Shore Albany Ews","20120803:0600",0,1,"H",2012-08-03 06:00:00
"Auckland, North Shore Albany Ews","20120804:0600",0,1,"H",2012-08-04 06:00:00
"Auckland, North Shore Albany Ews","20120805:0600",0,1,"H",2012-08-05 06:00:00
"Auckland, North Shore Albany Ews","20120806:0600",0,1,"H",2012-08-06 06:00:00
"Auckland, North Shore Albany Ews","20120807:0600",0,1,"H",2012-08-07 06:00:00
"Auckland, North Shore Albany Ews","20120808:0600",0.4,1,"H",2012-08-08 06:00:00
"Auckland, North Shore Albany Ews","20120809:0600",0,1,"H",2012-08-09 06:00:00
"Auckland, North Shore Albany Ews","20120810:0600",0,1,"H",2012-08-10 06:00:00
"Auckland, North Shore Albany Ews","20120811:0600",0.4,1,"H",2012-08-11 06:00:00
"Auckland, North Shore Albany Ews","20120812:0600",0,1,"H",2012-08-12 06:00:00
"Auckland, North Shore Albany Ews","20120813:0600",0,1,"H",2012-08-13 06:00:00
"Auckland, North Shore Albany Ews","20120814:0600",0,1,"H",2012-08-14 06:00:00
"Auckland, North Shore Albany Ews","20120815:0600",0.5,1,"H",2012-08-15 06:00:00
"Auckland, North Shore Albany Ews","20120816:0600",0,1,"H",2012-08-16 06:00:00
"Auckland, North Shore Albany Ews","20120817:0600",0,1,"H",2012-08-17 06:00:00
"Auckland, North Shore Albany Ews","20120818:0600",0,1,"H",2012-08-18 06:00:00
"Auckland, North Shore Albany Ews","20120819:0600",8,1,"H",2012-08-19 06:00:00
"Auckland, North Shore Albany Ews","20120820:0600",0,1,"H",2012-08-20 06:00:00
"Auckland, North Shore Albany Ews","20120821:0600",0,1,"H",2012-08-21 06:00:00
"Auckland, North Shore Albany Ews","20120822:0600",0,1,"H",2012-08-22 06:00:00
"Auckland, North Shore Albany Ews","20120823:0600",0,1,"H",2012-08-23 06:00:00
"Auckland, North Shore Albany Ews","20120824:0600",0,1,"H",2012-08-24 06:00:00
"Auckland, North Shore Albany Ews","20120825:0600",0,1,"H",2012-08-25 06:00:00
"Auckland, North Shore Albany Ews","20120826:0600",0,1,"H",2012-08-26 06:00:00
"Auckland, North Shore Albany Ews","20120827:0600",0,1,"H",2012-08-27 06:00:00
"Auckland, North Shore Albany Ews","20120828:0600",0,1,"H",2012-08-28 06:00:00
"Auckland, North Shore Albany Ews","20120829:0600",0,1,"H",2012-08-29 06:00:00
"Auckland, North Shore Albany Ews","20120830:0600",0,1,"H",2012-08-30 06:00:00
"Auckland, North Shore Albany Ews","20120831:0600",0,1,"H",2012-08-31 06:00:00
