"Station","Date.UTC.","Amount.mm.","Period.Hrs.","Freq","UTC_date"
"Auckland, North Shore Albany Ews","20140421:0600",0,1,"H",2014-04-21 06:00:00
"Auckland, North Shore Albany Ews","20140422:0600",0,1,"H",2014-04-22 06:00:00
"Auckland, North Shore Albany Ews","20140423:0600",0,1,"H",2014-04-23 06:00:00
"Auckland, North Shore Albany Ews","20140424:0600",0,1,"H",2014-04-24 06:00:00
"Auckland, North Shore Albany Ews","20140425:0600",0,1,"H",2014-04-25 06:00:00
"Auckland, North Shore Albany Ews","20140426:0600",0,1,"H",2014-04-26 06:00:00
"Auckland, North Shore Albany Ews","20140427:0600",0,1,"H",2014-04-27 06:00:00
"Auckland, North Shore Albany Ews","20140428:0600",0.1,1,"H",2014-04-28 06:00:00
"Auckland, North Shore Albany Ews","20140429:0600",0,1,"H",2014-04-29 06:00:00
"Auckland, North Shore Albany Ews","20140430:0600",0,1,"H",2014-04-30 06:00:00
"Auckland, North Shore Albany Ews","20140501:0600",0,1,"H",2014-05-01 06:00:00
"Auckland, North Shore Albany Ews","20140502:0600",0,1,"H",2014-05-02 06:00:00
"Auckland, North Shore Albany Ews","20140503:0600",0,1,"H",2014-05-03 06:00:00
"Auckland, North Shore Albany Ews","20140504:0600",0,1,"H",2014-05-04 06:00:00
"Auckland, North Shore Albany Ews","20140505:0600",0.2,1,"H",2014-05-05 06:00:00
"Auckland, North Shore Albany Ews","20140506:0600",0,1,"H",2014-05-06 06:00:00
"Auckland, North Shore Albany Ews","20140507:0600",0,1,"H",2014-05-07 06:00:00
"Auckland, North Shore Albany Ews","20140508:0600",0,1,"H",2014-05-08 06:00:00
"Auckland, North Shore Albany Ews","20140509:0600",0.2,1,"H",2014-05-09 06:00:00
"Auckland, North Shore Albany Ews","20140510:0600",0,1,"H",2014-05-10 06:00:00
"Auckland, North Shore Albany Ews","20140511:0600",0,1,"H",2014-05-11 06:00:00
"Auckland, North Shore Albany Ews","20140512:0600",0,1,"H",2014-05-12 06:00:00
"Auckland, North Shore Albany Ews","20140513:0600",0,1,"H",2014-05-13 06:00:00
"Auckland, North Shore Albany Ews","20140514:0600",2.7,1,"H",2014-05-14 06:00:00
"Auckland, North Shore Albany Ews","20140515:0600",0,1,"H",2014-05-15 06:00:00
"Auckland, North Shore Albany Ews","20140516:0600",0,1,"H",2014-05-16 06:00:00
"Auckland, North Shore Albany Ews","20140517:0600",0,1,"H",2014-05-17 06:00:00
"Auckland, North Shore Albany Ews","20140518:0600",0,1,"H",2014-05-18 06:00:00
"Auckland, North Shore Albany Ews","20140519:0600",0,1,"H",2014-05-19 06:00:00
"Auckland, North Shore Albany Ews","20140520:0600",0,1,"H",2014-05-20 06:00:00
"Auckland, North Shore Albany Ews","20140521:0600",0,1,"H",2014-05-21 06:00:00
"Auckland, North Shore Albany Ews","20140522:0600",0,1,"H",2014-05-22 06:00:00
"Auckland, North Shore Albany Ews","20140523:0600",0,1,"H",2014-05-23 06:00:00
"Auckland, North Shore Albany Ews","20140524:0600",0,1,"H",2014-05-24 06:00:00
"Auckland, North Shore Albany Ews","20140525:0600",0,1,"H",2014-05-25 06:00:00
"Auckland, North Shore Albany Ews","20140526:0600",0,1,"H",2014-05-26 06:00:00
"Auckland, North Shore Albany Ews","20140527:0600",0,1,"H",2014-05-27 06:00:00
"Auckland, North Shore Albany Ews","20140528:0600",0,1,"H",2014-05-28 06:00:00
"Auckland, North Shore Albany Ews","20140529:0600",0,1,"H",2014-05-29 06:00:00
"Auckland, North Shore Albany Ews","20140530:0600",0,1,"H",2014-05-30 06:00:00
"Auckland, North Shore Albany Ews","20140531:0600",0,1,"H",2014-05-31 06:00:00
"Auckland, North Shore Albany Ews","20140601:0600",0,1,"H",2014-06-01 06:00:00
"Auckland, North Shore Albany Ews","20140602:0600",0,1,"H",2014-06-02 06:00:00
"Auckland, North Shore Albany Ews","20140603:0600",0,1,"H",2014-06-03 06:00:00
"Auckland, North Shore Albany Ews","20140604:0600",0,1,"H",2014-06-04 06:00:00
"Auckland, North Shore Albany Ews","20140605:0600",0,1,"H",2014-06-05 06:00:00
"Auckland, North Shore Albany Ews","20140606:0600",0,1,"H",2014-06-06 06:00:00
"Auckland, North Shore Albany Ews","20140607:0600",0,1,"H",2014-06-07 06:00:00
"Auckland, North Shore Albany Ews","20140608:0600",0,1,"H",2014-06-08 06:00:00
"Auckland, North Shore Albany Ews","20140609:0600",3.3,1,"H",2014-06-09 06:00:00
"Auckland, North Shore Albany Ews","20140610:0600",1.2,1,"H",2014-06-10 06:00:00
"Auckland, North Shore Albany Ews","20140611:0600",0,1,"H",2014-06-11 06:00:00
"Auckland, North Shore Albany Ews","20140612:0600",0.2,1,"H",2014-06-12 06:00:00
"Auckland, North Shore Albany Ews","20140613:0600",0,1,"H",2014-06-13 06:00:00
"Auckland, North Shore Albany Ews","20140614:0600",0,1,"H",2014-06-14 06:00:00
"Auckland, North Shore Albany Ews","20140615:0600",0,1,"H",2014-06-15 06:00:00
"Auckland, North Shore Albany Ews","20140616:0600",0.2,1,"H",2014-06-16 06:00:00
"Auckland, North Shore Albany Ews","20140617:0600",0,1,"H",2014-06-17 06:00:00
"Auckland, North Shore Albany Ews","20140618:0600",0,1,"H",2014-06-18 06:00:00
"Auckland, North Shore Albany Ews","20140619:0600",0,1,"H",2014-06-19 06:00:00
"Auckland, North Shore Albany Ews","20140620:0600",0,1,"H",2014-06-20 06:00:00
"Auckland, North Shore Albany Ews","20140621:0600",0,1,"H",2014-06-21 06:00:00
"Auckland, North Shore Albany Ews","20140622:0600",0,1,"H",2014-06-22 06:00:00
"Auckland, North Shore Albany Ews","20140623:0600",0,1,"H",2014-06-23 06:00:00
"Auckland, North Shore Albany Ews","20140624:0600",0,1,"H",2014-06-24 06:00:00
"Auckland, North Shore Albany Ews","20140625:0600",1.7,1,"H",2014-06-25 06:00:00
"Auckland, North Shore Albany Ews","20140626:0600",0,1,"H",2014-06-26 06:00:00
"Auckland, North Shore Albany Ews","20140627:0600",2.3,1,"H",2014-06-27 06:00:00
"Auckland, North Shore Albany Ews","20140628:0600",0,1,"H",2014-06-28 06:00:00
"Auckland, North Shore Albany Ews","20140629:0600",0,1,"H",2014-06-29 06:00:00
"Auckland, North Shore Albany Ews","20140630:0600",0.2,1,"H",2014-06-30 06:00:00
"Auckland, North Shore Albany Ews","20140701:0600",0.2,1,"H",2014-07-01 06:00:00
"Auckland, North Shore Albany Ews","20140702:0600",0.3,1,"H",2014-07-02 06:00:00
"Auckland, North Shore Albany Ews","20140703:0600",0,1,"H",2014-07-03 06:00:00
"Auckland, North Shore Albany Ews","20140704:0600",0,1,"H",2014-07-04 06:00:00
"Auckland, North Shore Albany Ews","20140705:0600",0.2,1,"H",2014-07-05 06:00:00
"Auckland, North Shore Albany Ews","20140706:0600",0,1,"H",2014-07-06 06:00:00
"Auckland, North Shore Albany Ews","20140707:0600",0,1,"H",2014-07-07 06:00:00
"Auckland, North Shore Albany Ews","20140708:0600",0.5,1,"H",2014-07-08 06:00:00
"Auckland, North Shore Albany Ews","20140709:0600",0.1,1,"H",2014-07-09 06:00:00
"Auckland, North Shore Albany Ews","20140710:0600",0,1,"H",2014-07-10 06:00:00
"Auckland, North Shore Albany Ews","20140711:0600",0.3,1,"H",2014-07-11 06:00:00
"Auckland, North Shore Albany Ews","20140712:0600",0.1,1,"H",2014-07-12 06:00:00
"Auckland, North Shore Albany Ews","20140713:0600",0,1,"H",2014-07-13 06:00:00
"Auckland, North Shore Albany Ews","20140714:0600",0,1,"H",2014-07-14 06:00:00
"Auckland, North Shore Albany Ews","20140715:0600",0,1,"H",2014-07-15 06:00:00
"Auckland, North Shore Albany Ews","20140716:0600",0,1,"H",2014-07-16 06:00:00
"Auckland, North Shore Albany Ews","20140717:0600",0,1,"H",2014-07-17 06:00:00
"Auckland, North Shore Albany Ews","20140718:0600",0,1,"H",2014-07-18 06:00:00
"Auckland, North Shore Albany Ews","20140719:0600",0.2,1,"H",2014-07-19 06:00:00
"Auckland, North Shore Albany Ews","20140720:0600",0.3,1,"H",2014-07-20 06:00:00
"Auckland, North Shore Albany Ews","20140721:0600",0.8,1,"H",2014-07-21 06:00:00
"Auckland, North Shore Albany Ews","20140722:0600",0,1,"H",2014-07-22 06:00:00
"Auckland, North Shore Albany Ews","20140723:0600",0,1,"H",2014-07-23 06:00:00
"Auckland, North Shore Albany Ews","20140724:0600",0,1,"H",2014-07-24 06:00:00
"Auckland, North Shore Albany Ews","20140725:0600",0.2,1,"H",2014-07-25 06:00:00
"Auckland, North Shore Albany Ews","20140726:0600",0,1,"H",2014-07-26 06:00:00
"Auckland, North Shore Albany Ews","20140727:0600",0,1,"H",2014-07-27 06:00:00
"Auckland, North Shore Albany Ews","20140728:0600",0,1,"H",2014-07-28 06:00:00
"Auckland, North Shore Albany Ews","20140729:0600",0,1,"H",2014-07-29 06:00:00
"Auckland, North Shore Albany Ews","20140730:0600",0,1,"H",2014-07-30 06:00:00
"Auckland, North Shore Albany Ews","20140731:0600",0,1,"H",2014-07-31 06:00:00
"Auckland, North Shore Albany Ews","20140801:0600",0,1,"H",2014-08-01 06:00:00
"Auckland, North Shore Albany Ews","20140802:0600",0,1,"H",2014-08-02 06:00:00
"Auckland, North Shore Albany Ews","20140803:0600",0,1,"H",2014-08-03 06:00:00
"Auckland, North Shore Albany Ews","20140804:0600",0,1,"H",2014-08-04 06:00:00
"Auckland, North Shore Albany Ews","20140805:0600",0,1,"H",2014-08-05 06:00:00
"Auckland, North Shore Albany Ews","20140806:0600",0,1,"H",2014-08-06 06:00:00
"Auckland, North Shore Albany Ews","20140807:0600",0,1,"H",2014-08-07 06:00:00
"Auckland, North Shore Albany Ews","20140808:0600",0.9,1,"H",2014-08-08 06:00:00
"Auckland, North Shore Albany Ews","20140809:0600",0,1,"H",2014-08-09 06:00:00
"Auckland, North Shore Albany Ews","20140810:0600",0,1,"H",2014-08-10 06:00:00
"Auckland, North Shore Albany Ews","20140811:0600",0,1,"H",2014-08-11 06:00:00
"Auckland, North Shore Albany Ews","20140812:0600",0,1,"H",2014-08-12 06:00:00
"Auckland, North Shore Albany Ews","20140813:0600",0,1,"H",2014-08-13 06:00:00
"Auckland, North Shore Albany Ews","20140814:0600",0,1,"H",2014-08-14 06:00:00
"Auckland, North Shore Albany Ews","20140815:0600",0,1,"H",2014-08-15 06:00:00
"Auckland, North Shore Albany Ews","20140816:0600",0,1,"H",2014-08-16 06:00:00
"Auckland, North Shore Albany Ews","20140817:0600",0,1,"H",2014-08-17 06:00:00
"Auckland, North Shore Albany Ews","20140818:0600",0,1,"H",2014-08-18 06:00:00
"Auckland, North Shore Albany Ews","20140819:0600",3.4,1,"H",2014-08-19 06:00:00
"Auckland, North Shore Albany Ews","20140820:0600",0,1,"H",2014-08-20 06:00:00
"Auckland, North Shore Albany Ews","20140821:0600",0,1,"H",2014-08-21 06:00:00
"Auckland, North Shore Albany Ews","20140822:0600",0,1,"H",2014-08-22 06:00:00
"Auckland, North Shore Albany Ews","20140823:0600",0,1,"H",2014-08-23 06:00:00
"Auckland, North Shore Albany Ews","20140824:0600",0,1,"H",2014-08-24 06:00:00
"Auckland, North Shore Albany Ews","20140825:0600",0,1,"H",2014-08-25 06:00:00
"Auckland, North Shore Albany Ews","20140826:0600",0,1,"H",2014-08-26 06:00:00
"Auckland, North Shore Albany Ews","20140827:0600",0,1,"H",2014-08-27 06:00:00
"Auckland, North Shore Albany Ews","20140828:0600",0,1,"H",2014-08-28 06:00:00
"Auckland, North Shore Albany Ews","20140829:0600",0,1,"H",2014-08-29 06:00:00
"Auckland, North Shore Albany Ews","20140830:0600",0,1,"H",2014-08-30 06:00:00
"Auckland, North Shore Albany Ews","20140831:0600",0.4,1,"H",2014-08-31 06:00:00
"Auckland, North Shore Albany Ews","20140901:0600",0.8,1,"H",2014-09-01 06:00:00
"Auckland, North Shore Albany Ews","20140902:0600",0,1,"H",2014-09-02 06:00:00
"Auckland, North Shore Albany Ews","20140903:0600",0,1,"H",2014-09-03 06:00:00
"Auckland, North Shore Albany Ews","20140904:0600",0.2,1,"H",2014-09-04 06:00:00
"Auckland, North Shore Albany Ews","20140905:0600",0.6,1,"H",2014-09-05 06:00:00
"Auckland, North Shore Albany Ews","20140906:0600",0,1,"H",2014-09-06 06:00:00
"Auckland, North Shore Albany Ews","20140907:0600",0,1,"H",2014-09-07 06:00:00
"Auckland, North Shore Albany Ews","20140908:0600",0,1,"H",2014-09-08 06:00:00
"Auckland, North Shore Albany Ews","20140909:0600",0,1,"H",2014-09-09 06:00:00
"Auckland, North Shore Albany Ews","20140910:0600",0,1,"H",2014-09-10 06:00:00
"Auckland, North Shore Albany Ews","20140911:0600",0,1,"H",2014-09-11 06:00:00
"Auckland, North Shore Albany Ews","20140912:0600",0.2,1,"H",2014-09-12 06:00:00
"Auckland, North Shore Albany Ews","20140913:0600",0,1,"H",2014-09-13 06:00:00
"Auckland, North Shore Albany Ews","20140914:0600",0,1,"H",2014-09-14 06:00:00
"Auckland, North Shore Albany Ews","20140915:0600",0,1,"H",2014-09-15 06:00:00
"Auckland, North Shore Albany Ews","20140916:0600",0,1,"H",2014-09-16 06:00:00
"Auckland, North Shore Albany Ews","20140917:0600",0,1,"H",2014-09-17 06:00:00
"Auckland, North Shore Albany Ews","20140918:0600",0,1,"H",2014-09-18 06:00:00
"Auckland, North Shore Albany Ews","20140919:0600",0,1,"H",2014-09-19 06:00:00
"Auckland, North Shore Albany Ews","20140920:0600",0,1,"H",2014-09-20 06:00:00
"Auckland, North Shore Albany Ews","20140921:0600",0,1,"H",2014-09-21 06:00:00
"Auckland, North Shore Albany Ews","20140922:0600",0,1,"H",2014-09-22 06:00:00
"Auckland, North Shore Albany Ews","20140923:0600",0,1,"H",2014-09-23 06:00:00
"Auckland, North Shore Albany Ews","20140924:0600",0,1,"H",2014-09-24 06:00:00
"Auckland, North Shore Albany Ews","20140925:0600",0,1,"H",2014-09-25 06:00:00
"Auckland, North Shore Albany Ews","20140926:0600",0,1,"H",2014-09-26 06:00:00
"Auckland, North Shore Albany Ews","20140927:0600",0,1,"H",2014-09-27 06:00:00
"Auckland, North Shore Albany Ews","20140928:0600",0,1,"H",2014-09-28 06:00:00
"Auckland, North Shore Albany Ews","20140929:0600",0,1,"H",2014-09-29 06:00:00
"Auckland, North Shore Albany Ews","20140930:0600",0,1,"H",2014-09-30 06:00:00
"Auckland, North Shore Albany Ews","20141001:0600",0,1,"H",2014-10-01 06:00:00
"Auckland, North Shore Albany Ews","20141002:0600",0.7,1,"H",2014-10-02 06:00:00
"Auckland, North Shore Albany Ews","20141003:0600",0,1,"H",2014-10-03 06:00:00
"Auckland, North Shore Albany Ews","20141004:0600",0,1,"H",2014-10-04 06:00:00
"Auckland, North Shore Albany Ews","20141005:0600",0,1,"H",2014-10-05 06:00:00
"Auckland, North Shore Albany Ews","20141006:0600",0,1,"H",2014-10-06 06:00:00
"Auckland, North Shore Albany Ews","20141007:0600",0,1,"H",2014-10-07 06:00:00
"Auckland, North Shore Albany Ews","20141008:0600",0,1,"H",2014-10-08 06:00:00
"Auckland, North Shore Albany Ews","20141009:0600",0,1,"H",2014-10-09 06:00:00
"Auckland, North Shore Albany Ews","20141010:0600",0,1,"H",2014-10-10 06:00:00
"Auckland, North Shore Albany Ews","20141011:0600",0,1,"H",2014-10-11 06:00:00
"Auckland, North Shore Albany Ews","20141012:0600",0,1,"H",2014-10-12 06:00:00
"Auckland, North Shore Albany Ews","20141013:0600",0,1,"H",2014-10-13 06:00:00
"Auckland, North Shore Albany Ews","20141014:0600",0,1,"H",2014-10-14 06:00:00
"Auckland, North Shore Albany Ews","20141015:0600",0,1,"H",2014-10-15 06:00:00
"Auckland, North Shore Albany Ews","20141016:0600",0,1,"H",2014-10-16 06:00:00
"Auckland, North Shore Albany Ews","20141017:0600",0,1,"H",2014-10-17 06:00:00
"Auckland, North Shore Albany Ews","20141018:0600",0,1,"H",2014-10-18 06:00:00
"Auckland, North Shore Albany Ews","20141019:0600",0,1,"H",2014-10-19 06:00:00
"Auckland, North Shore Albany Ews","20141020:0600",0,1,"H",2014-10-20 06:00:00
"Auckland, North Shore Albany Ews","20141021:0600",0,1,"H",2014-10-21 06:00:00
"Auckland, North Shore Albany Ews","20141022:0600",0,1,"H",2014-10-22 06:00:00
"Auckland, North Shore Albany Ews","20141023:0600",0,1,"H",2014-10-23 06:00:00
"Auckland, North Shore Albany Ews","20141024:0600",0,1,"H",2014-10-24 06:00:00
"Auckland, North Shore Albany Ews","20141025:0600",0,1,"H",2014-10-25 06:00:00
"Auckland, North Shore Albany Ews","20141026:0600",0,1,"H",2014-10-26 06:00:00
"Auckland, North Shore Albany Ews","20141027:0600",0,1,"H",2014-10-27 06:00:00
"Auckland, North Shore Albany Ews","20141028:0600",0,1,"H",2014-10-28 06:00:00
"Auckland, North Shore Albany Ews","20141029:0600",0,1,"H",2014-10-29 06:00:00
"Auckland, North Shore Albany Ews","20141030:0600",0,1,"H",2014-10-30 06:00:00
"Auckland, North Shore Albany Ews","20141031:0600",0,1,"H",2014-10-31 06:00:00
"Auckland, North Shore Albany Ews","20141101:0600",0,1,"H",2014-11-01 06:00:00
"Auckland, North Shore Albany Ews","20141102:0600",0,1,"H",2014-11-02 06:00:00
"Auckland, North Shore Albany Ews","20141103:0600",0,1,"H",2014-11-03 06:00:00
"Auckland, North Shore Albany Ews","20141104:0600",0,1,"H",2014-11-04 06:00:00
"Auckland, North Shore Albany Ews","20141105:0600",0,1,"H",2014-11-05 06:00:00
"Auckland, North Shore Albany Ews","20141106:0600",0,1,"H",2014-11-06 06:00:00
"Auckland, North Shore Albany Ews","20141107:0600",0,1,"H",2014-11-07 06:00:00
"Auckland, North Shore Albany Ews","20141108:0600",0,1,"H",2014-11-08 06:00:00
"Auckland, North Shore Albany Ews","20141109:0600",0,1,"H",2014-11-09 06:00:00
"Auckland, North Shore Albany Ews","20141110:0600",0,1,"H",2014-11-10 06:00:00
"Auckland, North Shore Albany Ews","20141111:0600",0.4,1,"H",2014-11-11 06:00:00
"Auckland, North Shore Albany Ews","20141112:0600",0.1,1,"H",2014-11-12 06:00:00
"Auckland, North Shore Albany Ews","20141113:0600",0,1,"H",2014-11-13 06:00:00
"Auckland, North Shore Albany Ews","20141114:0600",0,1,"H",2014-11-14 06:00:00
"Auckland, North Shore Albany Ews","20141115:0600",1.5,1,"H",2014-11-15 06:00:00
"Auckland, North Shore Albany Ews","20141116:0600",0,1,"H",2014-11-16 06:00:00
"Auckland, North Shore Albany Ews","20141117:0600",0,1,"H",2014-11-17 06:00:00
"Auckland, North Shore Albany Ews","20141118:0600",0,1,"H",2014-11-18 06:00:00
"Auckland, North Shore Albany Ews","20141119:0600",0,1,"H",2014-11-19 06:00:00
"Auckland, North Shore Albany Ews","20141120:0600",0,1,"H",2014-11-20 06:00:00
"Auckland, North Shore Albany Ews","20141121:0600",0,1,"H",2014-11-21 06:00:00
"Auckland, North Shore Albany Ews","20141122:0600",0,1,"H",2014-11-22 06:00:00
"Auckland, North Shore Albany Ews","20141123:0600",0,1,"H",2014-11-23 06:00:00
"Auckland, North Shore Albany Ews","20141124:0600",0,1,"H",2014-11-24 06:00:00
"Auckland, North Shore Albany Ews","20141125:0600",0,1,"H",2014-11-25 06:00:00
"Auckland, North Shore Albany Ews","20141126:0600",0,1,"H",2014-11-26 06:00:00
"Auckland, North Shore Albany Ews","20141127:0600",0,1,"H",2014-11-27 06:00:00
"Auckland, North Shore Albany Ews","20141128:0600",0,1,"H",2014-11-28 06:00:00
"Auckland, North Shore Albany Ews","20141129:0600",0,1,"H",2014-11-29 06:00:00
"Auckland, North Shore Albany Ews","20141130:0600",0,1,"H",2014-11-30 06:00:00
"Auckland, North Shore Albany Ews","20141201:0600",0,1,"H",2014-12-01 06:00:00
"Auckland, North Shore Albany Ews","20141202:0600",0,1,"H",2014-12-02 06:00:00
"Auckland, North Shore Albany Ews","20141203:0600",0,1,"H",2014-12-03 06:00:00
"Auckland, North Shore Albany Ews","20141204:0600",0,1,"H",2014-12-04 06:00:00
"Auckland, North Shore Albany Ews","20141205:0600",0,1,"H",2014-12-05 06:00:00
"Auckland, North Shore Albany Ews","20141206:0600",0,1,"H",2014-12-06 06:00:00
"Auckland, North Shore Albany Ews","20141207:0600",0,1,"H",2014-12-07 06:00:00
"Auckland, North Shore Albany Ews","20141208:0600",0,1,"H",2014-12-08 06:00:00
"Auckland, North Shore Albany Ews","20141209:0600",0,1,"H",2014-12-09 06:00:00
"Auckland, North Shore Albany Ews","20141210:0600",0.5,1,"H",2014-12-10 06:00:00
"Auckland, North Shore Albany Ews","20141211:0600",0,1,"H",2014-12-11 06:00:00
"Auckland, North Shore Albany Ews","20141212:0600",0,1,"H",2014-12-12 06:00:00
"Auckland, North Shore Albany Ews","20141213:0600",0.2,1,"H",2014-12-13 06:00:00
"Auckland, North Shore Albany Ews","20141214:0600",0,1,"H",2014-12-14 06:00:00
"Auckland, North Shore Albany Ews","20141215:0600",0,1,"H",2014-12-15 06:00:00
"Auckland, North Shore Albany Ews","20141216:0600",0,1,"H",2014-12-16 06:00:00
"Auckland, North Shore Albany Ews","20141217:0600",4.2,1,"H",2014-12-17 06:00:00
"Auckland, North Shore Albany Ews","20141218:0600",0,1,"H",2014-12-18 06:00:00
"Auckland, North Shore Albany Ews","20141219:0600",0,1,"H",2014-12-19 06:00:00
"Auckland, North Shore Albany Ews","20141220:0600",2.3,1,"H",2014-12-20 06:00:00
"Auckland, North Shore Albany Ews","20141221:0600",0,1,"H",2014-12-21 06:00:00
"Auckland, North Shore Albany Ews","20141222:0600",0,1,"H",2014-12-22 06:00:00
"Auckland, North Shore Albany Ews","20141223:0600",0,1,"H",2014-12-23 06:00:00
"Auckland, North Shore Albany Ews","20141224:0600",0,1,"H",2014-12-24 06:00:00
"Auckland, North Shore Albany Ews","20141225:0600",0,1,"H",2014-12-25 06:00:00
"Auckland, North Shore Albany Ews","20141226:0600",0,1,"H",2014-12-26 06:00:00
"Auckland, North Shore Albany Ews","20141227:0600",0,1,"H",2014-12-27 06:00:00
"Auckland, North Shore Albany Ews","20141228:0600",0,1,"H",2014-12-28 06:00:00
"Auckland, North Shore Albany Ews","20141229:0600",0,1,"H",2014-12-29 06:00:00
"Auckland, North Shore Albany Ews","20141230:0600",0,1,"H",2014-12-30 06:00:00
"Auckland, North Shore Albany Ews","20141231:0600",0,1,"H",2014-12-31 06:00:00
"Auckland, North Shore Albany Ews","20150101:0600",0,1,"H",2015-01-01 06:00:00
"Auckland, North Shore Albany Ews","20150102:0600",0,1,"H",2015-01-02 06:00:00
"Auckland, North Shore Albany Ews","20150103:0600",0,1,"H",2015-01-03 06:00:00
"Auckland, North Shore Albany Ews","20150104:0600",0,1,"H",2015-01-04 06:00:00
"Auckland, North Shore Albany Ews","20150105:0600",0,1,"H",2015-01-05 06:00:00
"Auckland, North Shore Albany Ews","20150106:0600",0,1,"H",2015-01-06 06:00:00
"Auckland, North Shore Albany Ews","20150107:0600",0,1,"H",2015-01-07 06:00:00
"Auckland, North Shore Albany Ews","20150108:0600",0,1,"H",2015-01-08 06:00:00
"Auckland, North Shore Albany Ews","20150109:0600",0,1,"H",2015-01-09 06:00:00
"Auckland, North Shore Albany Ews","20150110:0600",0,1,"H",2015-01-10 06:00:00
"Auckland, North Shore Albany Ews","20150111:0600",0,1,"H",2015-01-11 06:00:00
"Auckland, North Shore Albany Ews","20150112:0600",0,1,"H",2015-01-12 06:00:00
"Auckland, North Shore Albany Ews","20150113:0600",0,1,"H",2015-01-13 06:00:00
"Auckland, North Shore Albany Ews","20150114:0600",0,1,"H",2015-01-14 06:00:00
"Auckland, North Shore Albany Ews","20150115:0600",0,1,"H",2015-01-15 06:00:00
"Auckland, North Shore Albany Ews","20150116:0600",0,1,"H",2015-01-16 06:00:00
"Auckland, North Shore Albany Ews","20150117:0600",0,1,"H",2015-01-17 06:00:00
"Auckland, North Shore Albany Ews","20150118:0600",0,1,"H",2015-01-18 06:00:00
"Auckland, North Shore Albany Ews","20150119:0600",0,1,"H",2015-01-19 06:00:00
"Auckland, North Shore Albany Ews","20150120:0600",0,1,"H",2015-01-20 06:00:00
"Auckland, North Shore Albany Ews","20150121:0600",0,1,"H",2015-01-21 06:00:00
"Auckland, North Shore Albany Ews","20150122:0600",0,1,"H",2015-01-22 06:00:00
"Auckland, North Shore Albany Ews","20150123:0600",0,1,"H",2015-01-23 06:00:00
"Auckland, North Shore Albany Ews","20150124:0600",0,1,"H",2015-01-24 06:00:00
"Auckland, North Shore Albany Ews","20150125:0600",0,1,"H",2015-01-25 06:00:00
"Auckland, North Shore Albany Ews","20150126:0600",0,1,"H",2015-01-26 06:00:00
"Auckland, North Shore Albany Ews","20150127:0600",0,1,"H",2015-01-27 06:00:00
"Auckland, North Shore Albany Ews","20150128:0600",0,1,"H",2015-01-28 06:00:00
"Auckland, North Shore Albany Ews","20150129:0600",0,1,"H",2015-01-29 06:00:00
"Auckland, North Shore Albany Ews","20150130:0600",0,1,"H",2015-01-30 06:00:00
"Auckland, North Shore Albany Ews","20150131:0600",0,1,"H",2015-01-31 06:00:00
"Auckland, North Shore Albany Ews","20150201:0600",0,1,"H",2015-02-01 06:00:00
"Auckland, North Shore Albany Ews","20150202:0600",0,1,"H",2015-02-02 06:00:00
"Auckland, North Shore Albany Ews","20150203:0600",0,1,"H",2015-02-03 06:00:00
"Auckland, North Shore Albany Ews","20150204:0600",3,1,"H",2015-02-04 06:00:00
"Auckland, North Shore Albany Ews","20150205:0600",0,1,"H",2015-02-05 06:00:00
"Auckland, North Shore Albany Ews","20150206:0600",0,1,"H",2015-02-06 06:00:00
"Auckland, North Shore Albany Ews","20150207:0600",0,1,"H",2015-02-07 06:00:00
"Auckland, North Shore Albany Ews","20150208:0600",0,1,"H",2015-02-08 06:00:00
"Auckland, North Shore Albany Ews","20150209:0600",0,1,"H",2015-02-09 06:00:00
"Auckland, North Shore Albany Ews","20150210:0600",0,1,"H",2015-02-10 06:00:00
"Auckland, North Shore Albany Ews","20150211:0600",0,1,"H",2015-02-11 06:00:00
"Auckland, North Shore Albany Ews","20150212:0600",0,1,"H",2015-02-12 06:00:00
"Auckland, North Shore Albany Ews","20150213:0600",0,1,"H",2015-02-13 06:00:00
"Auckland, North Shore Albany Ews","20150214:0600",0,1,"H",2015-02-14 06:00:00
"Auckland, North Shore Albany Ews","20150215:0600",0,1,"H",2015-02-15 06:00:00
"Auckland, North Shore Albany Ews","20150216:0600",0,1,"H",2015-02-16 06:00:00
"Auckland, North Shore Albany Ews","20150217:0600",0,1,"H",2015-02-17 06:00:00
"Auckland, North Shore Albany Ews","20150218:0600",0,1,"H",2015-02-18 06:00:00
"Auckland, North Shore Albany Ews","20150219:0600",0,1,"H",2015-02-19 06:00:00
"Auckland, North Shore Albany Ews","20150220:0600",0,1,"H",2015-02-20 06:00:00
"Auckland, North Shore Albany Ews","20150221:0600",0,1,"H",2015-02-21 06:00:00
"Auckland, North Shore Albany Ews","20150222:0600",0,1,"H",2015-02-22 06:00:00
"Auckland, North Shore Albany Ews","20150223:0600",0,1,"H",2015-02-23 06:00:00
"Auckland, North Shore Albany Ews","20150224:0600",0,1,"H",2015-02-24 06:00:00
"Auckland, North Shore Albany Ews","20150225:0600",0,1,"H",2015-02-25 06:00:00
"Auckland, North Shore Albany Ews","20150226:0600",0,1,"H",2015-02-26 06:00:00
"Auckland, North Shore Albany Ews","20150227:0600",0,1,"H",2015-02-27 06:00:00
"Auckland, North Shore Albany Ews","20150228:0600",0,1,"H",2015-02-28 06:00:00
"Auckland, North Shore Albany Ews","20150301:0600",0,1,"H",2015-03-01 06:00:00
